REF_DATE,GEO,DGUID,North American Product Classification System (NAPCS),UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1956-01,Canada,2016A000011124,Wooden doors [462111],"Index, 2010=100",184,units ,0,v79309551,1.415,,..,,,1
1956-01,Canada,2016A000011124,Wood window units [462112],"Index, 2010=100",184,units ,0,v79309552,1.416,,..,,,1
1956-01,Canada,2016A000011124,Wooden door and window frames and sash [462113],"Index, 2010=100",184,units ,0,v79309553,1.417,,..,,,1
1956-01,Canada,2016A000011124,Wood cabinets and counter tops [46212],"Index, 2010=100",184,units ,0,v79309554,1.418,,..,,,1
1956-01,Canada,2016A000011124,Wood kitchen cabinets and other cabinetwork [462121],"Index, 2010=100",184,units ,0,v79309555,1.419,,..,,,1
1956-01,Canada,2016A000011124,Wood kitchen cabinet and bathroom vanity tops (including plastic laminated wood) [462122],"Index, 2010=100",184,units ,0,v79309556,1.42,,..,,,1
1956-01,Canada,2016A000011124,"Wood products, not elsewhere classified [46213]","Index, 2010=100",184,units ,0,v79309557,1.421,,..,,,1
1956-01,Canada,2016A000011124,Hardwood flooring [462131],"Index, 2010=100",184,units ,0,v79309558,1.422,,..,,,1
1956-01,Canada,2016A000011124,Softwood flooring [462132],"Index, 2010=100",184,units ,0,v79309559,1.423,,..,,,1
1956-01,Canada,2016A000011124,Hardwood and softwood cut stock and dimension (including furniture cut stock) [462133],"Index, 2010=100",184,units ,0,v79309560,1.424,,..,,,1
1956-01,Canada,2016A000011124,Other wood millwork products [462134],"Index, 2010=100",184,units ,0,v79309561,1.425,,..,,,1
1956-01,Canada,2016A000011124,"Other wood products, not elsewhere classified [462135]","Index, 2010=100",184,units ,0,v79309562,1.426,,..,,,1
1956-01,Canada,2016A000011124,Pulp and paper products [P42],"Index, 2010=100",184,units ,0,v79309563,1.427,,..,,,1
1956-01,Canada,2016A000011124,Pulp and paper stock [251],"Index, 2010=100",184,units ,0,v79309564,1.428,,..,,,1
1956-01,Canada,2016A000011124,Wood chips [25111],"Index, 2010=100",184,units ,0,v79309565,1.429,,..,,,1
1956-01,Canada,2016A000011124,Wood pulp [25112],"Index, 2010=100",184,units ,0,v79309566,1.43,,..,,,1
1956-01,Canada,2016A000011124,Special alpha and dissolving wood pulp [251121],"Index, 2010=100",184,units ,0,v79309567,1.431,,..,,,1
1956-01,Canada,2016A000011124,Sulphate softwood pulp (including soda) [251122],"Index, 2010=100",184,units ,0,v79309568,1.432,,..,,,1
1956-01,Canada,2016A000011124,"Sulphate softwood pulp (including soda), domestic [251122]","Index, 2010=100",184,units ,0,v79309569,1.433,,..,,,1
1956-01,Canada,2016A000011124,"Sulphate softwood pulp (including soda), export [251122]","Index, 2010=100",184,units ,0,v79309570,1.434,,..,,,1
1956-01,Canada,2016A000011124,Sulphate hardwood pulp (including soda) [251123],"Index, 2010=100",184,units ,0,v79309571,1.435,,..,,,1
1956-01,Canada,2016A000011124,"Sulphate hardwood pulp (including soda), domestic [251123]","Index, 2010=100",184,units ,0,v79309572,1.436,,..,,,1
1956-01,Canada,2016A000011124,"Sulphate hardwood pulp (including soda), export [251123]","Index, 2010=100",184,units ,0,v79309573,1.437,,..,,,1
1956-01,Canada,2016A000011124,Other sulphite and chemical wood pulp [251124],"Index, 2010=100",184,units ,0,v79309574,1.438,,..,,,1
1956-01,Canada,2016A000011124,"Other sulphite and chemical wood pulp, domestic [251124]","Index, 2010=100",184,units ,0,v79309575,1.439,,..,,,1
1956-01,Canada,2016A000011124,"Other sulphite and chemical wood pulp, export [251124]","Index, 2010=100",184,units ,0,v79309576,1.44,,..,,,1
1956-01,Canada,2016A000011124,"Mechanical and semi-chemical wood pulp, and non-wood pulp [251125]","Index, 2010=100",184,units ,0,v79309577,1.441,,..,,,1
1956-01,Canada,2016A000011124,Newsprint [25121],"Index, 2010=100",184,units ,0,v79309578,1.442,,..,,,1
1956-01,Canada,2016A000011124,"Newsprint, domestic [251211]","Index, 2010=100",184,units ,0,v79309579,1.443,,..,,,1
1956-01,Canada,2016A000011124,"Newsprint, export [251211]","Index, 2010=100",184,units ,0,v79309580,1.444,,..,,,1
1956-01,Canada,2016A000011124,Paper (except newsprint) [25122],"Index, 2010=100",184,units ,0,v79309581,1.445,,..,,,1
1956-01,Canada,2016A000011124,Clay-coated printing and converting paper [251221],"Index, 2010=100",184,units ,0,v79309582,1.446,,..,,,1
1956-01,Canada,2016A000011124,Uncoated freesheet paper [251222],"Index, 2010=100",184,units ,0,v79309583,1.447,,..,,,1
1956-01,Canada,2016A000011124,"Uncoated freesheet paper, domestic [251222]","Index, 2010=100",184,units ,0,v79309584,1.448,,..,,,1
1956-01,Canada,2016A000011124,"Uncoated freesheet paper, export [251222]","Index, 2010=100",184,units ,0,v79309585,1.449,,..,,,1
1956-01,Canada,2016A000011124,Uncoated groundwood paper [251223],"Index, 2010=100",184,units ,0,v79309586,1.45,,..,,,1
1956-01,Canada,2016A000011124,"Uncoated groundwood paper, domestic [251223]","Index, 2010=100",184,units ,0,v79309587,1.451,,..,,,1
